condition,label
"Safety and efficacy of urokinase during elective coronary angioplasty. Eighty-nine of 462 patients were treated with adjunctive urokinase during elective percutaneous transluminal coronary angioplasty (PTCA), 26% for unstable angina, 34% for intracoronary thrombus, 27% for intimal dissection, 10% for abrupt closure, and 3% for saphenous vein graft embolism. The 80 patients treated before abrupt closure (group A) were compared with 167 patients with similar profiles who did not receive urokinase (group B). Procedural success rates were similar. Adverse cardiac events (abrupt closure, myocardial infarction, emergency coronary artery bypass, or death) in group A versus group B occurred in: 1 of 30 (3%) versus 5 of 27 (18.5%) (p = 0.07) with intracoronary thrombus, 5 of 45 (9%) versus 18 of 110 (16.3%) with unstable angina, 1 of 12 (8%) versus 4 of 13 (31%) with unstable angina with intracoronary thrombus, 4 of 33 (12%) versus 14 of 97 (14.4%) with unstable angina without intracoronary thrombus, and 5 of 24 (20.8%) versus 6 of 66 (9%) with intimal dissection. Hemorrhagic complications occurred in 11% of patients who were treated with urokinase versus 9% of patients who were not (p = NS). No difference in blood transfusions existed. Thus urokinase was found to be safe during elective PTCA. In patients with intracoronary thrombus, urokinase appears to decrease the incidence of new adverse cardiac events, whereas in patients with intimal dissection it might have an adverse effect. ",cardiovascular diseases
"Milk protein enteropathy after acute infectious gastroenteritis: experimental and clinical observations. Animal models of allergic gastroenteropathy have defined both morphologic and physiologic changes that accompany the immune-mediated reaction to a dietary protein. In such models a broadening of the allergic response to other dietary proteins present in the gastrointestinal tract may occur during the localized anaphylactic reaction. The characteristic histologic intestinal findings of food protein-induced enteropathy may develop in selected infants with protracted diarrhea after infectious enteritis. Mechanisms underlying the induction of this response remain to be explained, but they may in part be similar to the broadening of the hypersensitivity response seen in experimental models of allergic enteropathy. ",digestive system diseases
"Evolution of in vitro transformation and tumorigenesis of HPV16 and HPV18 immortalized primary cervical epithelial cells. Cervical carcinoma develops through a progressive spectrum of premalignant intraepithelial lesions (CIN I-III), the majority of which are associated with human papillomavirus (HPV) types 16 and 18. We established HPV16 and HPV18 immortalized human cervical epithelial cell lines and used them as a model to investigate the genesis and progression of cervical malignancy. The cell lines when cultured in vitro in a system mimicking their in vivo environment exhibit cytologic atypia and a variety of defects in morphologic differentiation at early passage compared to their normal counterparts. With increased passage, these alterations progress to more severe grades, histologically similar to CIN III; however only a limited number of the cell lines are tumorigenic, mimicking the epidemiologic evidence on the rate of conversion from premalignant to invasive carcinoma. The observed changes are not associated with alterations of viral DNA integration or expression and may reflect specific cellular events or changes in virus-host interactions associated with malignant progression. ",neoplasms
"Somatostatin and analogues in the treatment of cancer. A review Somatostatin is a naturally occurring cyclic tetradecapeptide that inhibits release of growth hormone and all gastrointestinal hormones. The beneficial effect of somatostatin in the treatment of certain hypersecretory disorders of hormone excess in well recognized; however its clinical usefulness has been limited in the past by its extremely short plasma half-life. The development of long-acting somatostatin analogues has provided clinically useful agents for treatment of hormone-producing tumors. In addition to well-known inhibiting effects on hormone release and actions, recent studies using experimental tumor models have demonstrated an antiproliferative effect of somatostatin and its analogues on growth of a variety of neoplasms. The exact role of somatostatin analogues in cancer therapy has yet to be established; however studies suggest that these agents could provide a useful and relatively nontoxic adjuvant therapy in the treatment of certain tumors. In this review, the oncologic application of somatostatin and possible mechanism of action are examined and current clinical and experimental studies are summarized. ",neoplasms
"Ultrasonic integrated backscatter two-dimensional imaging: evaluation of M-mode guided acquisition and immediate analysis in 55 consecutive patients. We have shown previously that cardiac cycle-dependent integrated backscatter characterizes the physical state of myocardium in patients with ischemic heart disease and cardiomyopathy. In the present study the clinical applicability of M-mode guided two-dimensional integrated backscatter imaging was defined in evaluation of 55 nonselected patients. The mean amplitude of cyclic variation of integrated backscatter in normal segments (long-axis view) was as follows: basal septum, 4.2 +/- 1.3 dB (mean +/- SD; n = 27), mid-septum, 4.5 +/- 1.0 dB (n = 26), basal posterior, 4.8 +/- 1.0 dB (n = 30), and mid-posterior, 4.8 +/- 1.2 decibels (n = 27). The respective mean delay values (R wave to nadir) were as follows: 0.89 +/- 0.09, 0.84 +/- 0.09, 0.86 +/- 0.09, and 0.85 +/- 0.12. At least one cardiac cycle could be analyzed fully in 62% of patients. Limitations included technically difficult two-dimensional echocardiography, inadequate M-line orientation, technically remediable errors, or poor quality integrated backscatter images. In abnormal segments (n = 13) cyclic variation was reduced and delay was prolonged (1.2 +/- 1.1 dB and 1.21 +/- 1.1, respectively). Intraobserver and interobserver variability for amplitude measurements were modest, with respective correlation coefficients of r = 0.93; r = 0.72. The findings demonstrate that M-mode--assisted integrated backscatter is a practical approach for characterization of regional myocardial properties promptly and at the bedside in a large portion of patients with cardiac disease. ",cardiovascular diseases
"Increase of beta 1-6-branched oligosaccharides in human esophageal carcinomas invasive against surrounding tissue in vivo and in vitro. The -GlcNAc beta 1-6Man- (beta 1-6) branched N-glycosidic oligosaccharides expressed on tumor cells have been found to contribute to malignant and metastatic potential in experimental tumor models. Phaseolus vulgaris leukoagglutinin (L-PHA) requires the beta 1-6-linked lactosamine antenna for high-affinity binding and was used histochemically to characterize the distribution of these sugar structures in human esophageal squamous cell carcinomas from 42 patients. Leukoagglutinin-reactive carcinoma cells in the invasive tumors were distributed predominantly on the outer surface of the tumor adjacent to the surrounding tissue. Furthermore, when TE 1 cells, a human esophageal squamous cell carcinoma line, were cultured in a collagen gel matrix to obtain colonies in a three-dimensional form, these colonies exhibited high affinity for L-PHA binding only in the outer cell layer facing the collagen matrix, unrelated to the cell growth cycle. These findings suggest that the increase in beta 1-6-branched oligosaccharides in esophageal carcinomas is an important trait of the tumor in the invasion into the surrounding tissue. ",neoplasms
"Hormones regulating cardiovascular function in patients with severe congestive heart failure and their relation to mortality. CONSENSUS Trial Study Group. There is a varying hormonal activation in heart failure. To be able to evaluate this activation and relate it to prognosis, we took blood samples at baseline and after 6 weeks from 239 patients with severe heart failure (all in New York Heart Association class IV) randomized to additional treatment with enalapril or placebo. In this study (CONSENSUS), which has previously been reported, there was a significant reduction in mortality among patients treated with enalapril. The present data show in the placebo group a significant positive relation between mortality and levels of angiotensin II (p less than 0.05), aldosterone (p = 0.003), noradrenaline (p less than 0.001), adrenaline (p = 0.001), and atrial natriuretic factor (p = 0.003). A similar relation was not observed among the patients treated with enalapril. Significant reductions in mortality in the groups of patients treated with enalapril were consistently found among patients with baseline hormone levels above median values. There were significant reductions in hormone levels from baseline to 6 weeks in the group of patients treated with enalapril for all hormones except adrenaline. There were no correlations between these changes in hormone levels. Summarily, there is a pronounced but variable neurohormonal activation in heart failure even in patients with similar clinical findings. This activation is reduced by enalapril therapy. The results suggest that the effect of enalapril on mortality is related to hormonal activation in general and the renin-angiotensin system in particular. ",cardiovascular diseases
"'High single-dose' European PUVA regimen also causes an excess of non-melanoma skin cancer. We report the results of a long-term (12.8 years) follow-up study of the detection of malignant and benign skin tumours in patients with psoriasis, who were treated with PUVA according to the European, 'high single-dose' regimen. A total of 13 squamous cell carcinomas (SCC) and 24 basal cell carcinomas (BCC) were diagnosed in 11 of 260 patients. The incidence of both SCC and BCC was increased in comparison with the general Dutch population. The ratio of SCC to BCC in the general population was 1:8 but was 1:2.5 in our study group. A positive correlation was observed between the development of SCC and the total UVA dosage, the age of the patient at the start of the PUVA treatment and a history of arsenic use. This dose-related increase in the incidence of SCC, reported in studies from the U.S.A., has not been found in earlier European studies. The average time period between the start of PUVA therapy and the diagnosis of the first malignant skin tumour was 6.0 years for SCC and 4.7 years for BCC. Among the 49 benign skin tumours were actinic keratoses, a keratoacanthoma and 'PUVA keratoses', a newly described hyperkeratotic lesion, especially found in PUVA-treated patients. ",neoplasms
"Susceptibility to effects of UVB radiation on induction of contact hypersensitivity as a risk factor for skin cancer in humans. Normal, healthy human volunteers and patients with proved history of non-melanoma skin cancer have been tested for their capacity to develop contact hypersensitivity to dinitrochlorobenzene (DNCB) following exposure of buttock skin to acute, low-dose ultraviolet B (UVB) radiation. Using a radiation protocol that achieves virtually complete depletion of normal-appearing Langerhans cells from irradiated skin, it was learned that approximately 60% of healthy volunteers developed vigorous contact hypersensitivity (CH) when 2000 micrograms DNCB was painted on the irradiated site. These individuals were designated UVB-resistant, and were distinguished from other individuals, designated UVB-susceptible, who failed to develop contact hypersensitivity following an identical treatment protocol. It was then discovered that virtually all (92%) skin cancer patients exposed to UVB and DNCB failed to develop CH, i.e., were UVB-susceptible. In subsequent experiments, epicutaneous application of 2000 micrograms DNCB to unirradiated skin of UVB-susceptible individuals revealed a further distinction between normal persons and skin cancer patients. Approximately 45% of the latter (and none of the former) remained unresponsive (failed to develop contact hypersensitivity following this second attempt at sensitization), implying that they had been rendered immunologically tolerant. These tolerant individuals responded normally to the unrelated hapten, diphencyprone. We conclude that human beings resemble inbred strains of laboratory mice in that some individuals are UVB-susceptible, whereas others are UVB-resistant. Because the incidence of UVB-susceptibility was significantly higher in skin cancer patients, and as specific unresponsiveness could be demonstrated only in these patients, we propose that UVB-susceptibility, as we define it in this hapten system, may be a risk factor for the development of skin cancer. ",neoplasms
"Psychophysiological stress testing in postinfarction patients. Psychological correlates of cardiovascular arousal and abnormal cardiac responses. The psychophysiological responses to two mental stress tests (mental arithmetic and an interactive concentration task) were assessed in 168 unmedicated, male, postinfarction patients 36-69 years old. Patients also completed a standard battery of psychological tests. Psychophysiological responses were generally unrelated to age and education. Comparison of patients scoring high (more than 75%) and low (less than 25%) relative to the normal population on psychological measures indicated that heart rate and blood pressure responses to mental stress tests were significantly greater in those reporting low than in those reporting high neuroticism. The study population was subsequently divided into high, medium, and low cardiovascular responders on the basis of rate-pressure product reactions to the two stress tests. The three cardiovascular response groups did not differ in age, interval between myocardial infarction and stress testing, ejection fraction, incidence of exercise-induced ischemia, or ischemic signs during Holter monitoring. However, the high cardiovascular responders were more likely to manifest possible or definite electrocardiographic signs of ischemia or significant arrhythmia during mental stress testing than were the medium or low cardiovascular responders (50% versus 19.6% and 7%, respectively). High cardiovascular responders also reported lower levels of trait anxiety, neuroticism, psychophysiological symptoms, and depression. ",cardiovascular diseases
Adverse haemodynamic effects of high-dose aprotinin in a paediatric cardiac surgical patient. High-dose aprotinin for reduction of intra- and postoperative blood loss was associated with profound hypotension and flushing in a 3.5-year-old child who underwent cardiac surgery. Treatment with noradrenaline and intravenous fluid was required. Cardiovascular stability was restored after 10 minutes. ,cardiovascular diseases
"Osteonecrosis of the knee after arthroscopic surgery: diagnosis with MR imaging. Spontaneous osteonecrosis about the knee typically is a disease of the elderly characterized by an acute onset of pain. The exact cause of this condition has long been debated, although a causative relationship between meniscal tears and spontaneous osteonecrosis about the knee has been postulated. Seven patients with knee pain, meniscal tears, and chondromalacia without initial evidence of osteonecrosis at magnetic resonance (MR) imaging underwent arthroscopic surgery with meniscal recontouring or repair and cartilage shaving. These patients returned within 2-14 months with recurrent pain in the treated knee. MR imaging then demonstrated abnormalities consistent with osteonecrosis. Osteonecrosis of the femoral condyle or tibial plateau may be a late sequela of meniscal injury in association with chondromalacia and arthroscopic surgery. This diagnosis should be suspected in patients with recurrent knee pain after arthroscopic repair of meniscal tears. The precise relationship of this pattern of osteonecrosis to that previously described as spontaneous requires further investigation. ",general pathological conditions
"Prosthetic valves in children and adolescents. The purpose of this paper is to present the short- and long-term results of prosthetic valve replacement in children. During a 7-year period that ended in April 1985, 186 children, ages 1 to 20 years, underwent valve replacement; there were 55 (30%) aortic valve replacements, 95 (51%) mitral valve replacements, and 36 (19%) multiple valve replacements. Ninety-four percent of the lesions were rheumatic in origin, 4% were congenital, and 2% were infectious. Of 223 valves replaced, 175 (78%) were mechanical valves and 48 (22%) were heterografts; the latter were in the mitral position in all but three patients. Surgical mortality rates were 3.6%, 4.2%, and 19.4% respectively for aortic valve, mitral valve, and multiple valve replacements. Five-year actuarial survival was 91% for aortic valve replacement, 82% for mitral valve replacement and 60% for multiple valve replacement. Major events included reoperation in 34 (with three deaths), progressive myocardial failure that led to death in 10, sudden unexpected death in two, thromboembolic complications in 19 (death in five), subacute bacterial endocarditis in five (two deaths), and bleeding that required transfusion in two patients. Five-year complication-free actuarial survival rates were 83% for aortic valve replacement, 63% for mitral valve replacement, and 57% for multiple valve replacement. The respective five-year complication-free survival rates were 83%, 48%, and 43%. Significant morbidity and mortality rates are associated with valve replacement. Therefore every effort should be made to preserve the native valve by plastic reparative procedures. When prosthetic replacement of mitral valve is contemplated, our data would suggest that heterografts should not be inserted in children 15 years of age or younger, although heterografts may be used in children over 15 years of age with the expectation of valve survival comparable to that of mechanical valves. When complications that are associated with anticoagulant therapy were reviewed, platelet inhibiting drugs seem quite satisfactory in patients with aortic valve replacement; patients with mitral valve replacement seem to require warfarin therapy, and warfarin must be used in patients with multiple valve replacement to reduce the risk of thromboembolic complications. ",cardiovascular diseases
"Cerebral falciparum malaria mimicking thrombotic thrombocytopenic purpura. We have described a patient with cerebral falciparum malaria who had rapidly progressive CNS deterioration, renal failure, hemolytic anemia associated with striking and varied erythrocyte morphologic changes, and thrombocytopenia. The initial diagnosis was thrombotic thrombocytopenic purpura (TTP) of unknown origin. Reexamination of the peripheral smear of this comatose patient led to correct diagnosis and effective treatment in this case of cerebral falciparum malaria--another of medicine's great mimickers. ",nervous system diseases
"99mTc-anti-CEA radioimmunoscintigraphy of lung adenocarcinoma. Anti-carcinoembryonic antigen radioimmunoscintigraphy (anti-CEA RIS) in colorectal adenocarcinoma has been reported to allow a better estimation of the local tumor extension than other radiologic methods. This study evaluated the clinical feasibility of a 99mTc-labeled anti-CEA monoclonal antibody (BW 431/26, Behring Institute, FRG) in 11 patients for staging of primary adenocarcinoma of the lung. The primary tumor size ranged from 3 to 8 cm with a mean of 4 cm. Mediastinal and hilar nodes were present in four patients, intrapulmonary metastases were present in two patients, and pleural and liver metastases were present in one patient each. The CEA levels were in the range of 2 to 265 ng/ml and elevated (greater than 5 ng/ml) in six patients. Planar scintigraphy was performed at 6 h and 24 h post injection (pi). Analog and digitized images were interpreted by two observers. One patient was imaged twice and experienced serum sickness due to human anti-mouse antibodies (HAMA) after the second study, which showed marked unspecific tracer uptake in liver, spleen, and bone marrow, but no specific uptake by the tumor and was excluded from further analysis. Visual interpretation identified the primary tumor clearly in seven patients. No tumor imaging was observed in two patients. Two patients were classified as having questionable imaging due to a poor separation of tumor uptake from mediastinal blood pool. The primary tumor could be clearly delineated in both patients after comparison with the chest radiograph. Thus, the overall sensitivity for imaging of the primary tumor was 82 percent. The average target/background ratio was 1.31 +/- 0.17:1 at 6 h pi, and 1.30 +/- 0.16:1 at 24 h pi. Hilar and mediastinal nodes were correctly suspected in three patients, but the cardiac blood pool hampered a clear interpretation. Intrapulmonary and pleural metastases were diagnosed in all cases. The single liver metastasis was missed because of the high unspecific tracer uptake. Planar anti-CEA RIS with 99mTc BW 431/26 was superior to computed tomography (CT) in one case with subtotal tumor resection. We summarize that at present, planar anti-CEA RIS with 99mTc BW 431/26 cannot be advised as a routine staging procedure in adenocarcinoma of the lung, but it may be helpful in the detection of residual or recurrent tumor tissue. ",neoplasms
"Does use of gastroepiploic artery graft increase surgical risk? Seventy patients in whom the gastroepiploic artery was used for coronary artery bypass grafting were compared with 70 patients in whom the gastroepiploic artery was not used. Mean age was 56.8 years in the group in which this artery was used and 61.8 years in the group in which it was not (p less than 0.001). All other preoperative characteristics including number of women, extent of coronary artery disease, previous myocardial infarction, unstable angina, and preoperative left ventricular function were not significantly different between the two groups. An internal mammary artery graft was concomitantly used in 68 patients (97%) of the group with a gastroepiploic artery graft and in 61 patients (87%) without such a graft. The mean number of distal anastomoses was 3.3 and 3.4, aortic crossclamp time was 65.3 +/- 19.9 minutes and 54.0 +/- 20.1 minutes, and cardiopulmonary bypass time was 114.8 +/- 23.6 minutes and 112.9 +/- 25.0 minutes, respectively, in the groups with and without a gastroepiploic artery graft. Only aortic crossclamp time was significantly (p less than 0.05) longer in the group with a gastroepiploic artery graft. There were two (2.9%) early deaths and two (2.9%) new Q-wave infarctions in both groups. Intraaortic balloon pumping was required in five patients (7.1%) in the group with a gastroepiploic artery graft and in three patients (4.3%) without this graft. Postoperative complications were similar and rare in both groups. Intraoperative endoscopic laser Doppler study demonstrated no significant change of gastric mucosal blood flow before and after division of the gastroepiploic artery. We concluded that there is no additional risk in the use of the gastroepiploic artery for coronary bypass grafting, and a favorable outcome can be expected. ",cardiovascular diseases
"A pitfall in azygos vein cannulation in cirrhotic patients: mistaken cannulation of the mammary vein. Azygos venous flow can be measured by a thermodilution catheter in patients with cirrhosis. This is a useful technique since azygos flow is thought to reflect the superior portosystemic collateral flow in these patients. The authors report 3 cases in which mistaken internal mammary vein cannulation mimicked azygos vein cannulation in the supine fluoroscopic view. A lateral fluoroscopic view confirmed internal mammary cannulation. They suggest that if the azygos arch is unpronounced or flow measurements are unexpectedly low in patients with portal hypertension due to cirrhosis, a lateral view be performed to rule out internal mammary vein cannulation. ",digestive system diseases
"Voltage criteria of left ventricular hypertrophy in sudden and nonsudden coronary artery disease mortality: the Italian section of the Seven Countries Study. It is unclear whether sudden or nonsudden death can be predicted independently from other risk factors for coronary artery disease (CAD). Therefore, this investigation was undertaken to measure 12-lead QRS voltage sum, a recently proposed (Am J Cardiol 1985;55:485-494) index of left ventricular (LV) hypertrophy, and its ability to predict either subsequent sudden (less than 2 hours) or nonsudden CAD death during 20 to 23 years of follow-up in 1,588 middle aged men (40 to 61 years old) from 2 cohorts of the Italian section of the Seven Countries Study who were free of demonstrable CAD (at entry examination in 1962). The Sokolow-Lyon and the modified Sokolow-Lyon indexes, 2 standard electrocardiographic methods to detect LV hypertrophy were also measured and compared. During follow-up, 67 patients died suddenly and 87 died a nonsudden CAD death. In the Cox proportional-hazards model, age, mean blood pressure, heart rate, body mass index, cholesterol, physical activity, smoking habit, ST-T alterations (Minnesota codes 4.1 to 4.3 together with 5.1 to 5.3) and the 3 electrocardiographic indexes, all measured at the time of enrollment into the study, were included. The 12-lead QRS voltage sum retained significant and independent relation to sudden death (t = 2.00); Sokolow-Lyon index entered the Cox solution for nonsudden CAD death but the association was inverse (t = -2.10). ST-T alterations were significantly associated only with nonsudden CAD death (t = 2.19). Thus, in addition to several known risk factors, measurement of 12-lead QRS voltage sum in middle-aged men without clinical evidence of heart disease may help identify subjects at an increased risk of sudden death; nonsudden CAD death is predicted by Sokolow-Lyon index and by ST-T alterations. The usefulness of these indexes needs to be tested in different populations. ",cardiovascular diseases
"Cervicography for evaluating the ""atypical"" Papanicolaou smear. A study was designed to compare various case-finding procedures in the evaluation of patients with an ""atypical"" Papanicolaou smear. Six hundred eighty-one consecutive patients were referred to the Denver General Hospital Colposcopy Clinic for smears showing evidence of atypical nuclear and/or cytoplasmic changes insufficient to justify a cytologic diagnosis of dysplasia. A full colposcopic evaluation with appropriate directed biopsies was carried out on all the patients. Fourteen percent of the patients demonstrated cervical intraepithelial neoplasia (CIN), and 29% had condyloma without CIN. Both cervicography and the colposcopist's impression, though not ideal, were superior to a repeat smear, human papillomavirus typing or both. Cost effectiveness criteria and ease of training appear to justify the use of cervicography in the evaluation and triage of patients with atypical Papanicolaou smears. ",neoplasms
"Fine structure of active and healed duodenal ulcer. In order to characterize the fine structure of active and healed duodenal ulcers, we examined tissue specimens of patients with active duodenal ulcer disease (n = 30) before and after treatment with either antacids (n = 16) or H2-receptor antagonists (n = 14), by light microscopy and various electron microscopic techniques, e.g., scanning and transmission electron microscopy. The characteristic histological feature of both the active and healed duodenal ulcer was the appearance of periodic acid-Schiff (PAS)-positive epithelial cells at the edge of the ulcers. Electron microscopy revealed that these cells were similar to a special type of mucus-secreting cell in the antrum (surface mucous cell). Their mucus granules contained mainly neutral glycoproteins. Helicobacter pylori were found attached to these cells in tissue specimens from 12 of 30 patients (40%). The mucous structure destroyed during the ulcerative phase regained its normal net-like structure after treatment. The ultrastructural healing process of duodenal ulcer was characterized by the presence of gastric metaplasia, by stunted microvilli of the duodenal epithelium (p less than 0.001 vs. control group), and an increased number of lysosome-like bodies (p less than 0.001 vs. control group) of the epithelial cells. These results were independent of the type of treatment, and showed that the repair mechanisms were incomplete after a 4-wk period of treatment. ",digestive system diseases
"Cellular internalization, transport, and esterification of iodine-125-NP59 by MA-10 Leydig tumor cells. The present studies were directed toward understanding the cellular processing of the cholesterol analogue, NP59. NP59 readily entered MA-10 Leydig tumor cells. The cholesterol analogue entered the cells by binding to the plasma membrane and becoming internalized along with plasma membrane cholesterol. Internalized NP59 was readily esterified to NP59 ester. Transport of NP59 within the cell was indistinguishable from transport of cholesterol. Cholesterol and NP59 transport were under the control of cAMP, however, only cholesterol entered the mitochondria and was converted into progesterone. Thus, internalized NP59 could not be removed from the cell by conversion into steroid hormones. Esterified NP59 was metabolically inert and could not be converted back to free NP59 and free fatty acid. Since NP59 was not a substrate for the cholesteryl ester hydrolase, it became trapped in the cell as NP59 ester. ",neoplasms
"Air in the fissure for the ligamentum teres: new sign of intraperitoneal air on plain radiographs. In each of four patients in whom an acute spontaneous pneumoperitoneum developed, a vertically directed area of hyperlucency in the right upper quadrant was seen on radiographs of the abdomen obtained with the patient supine. This finding, which appeared in the absence of other characteristic signs of free air on plain radiographs and which, to the authors' knowledge, has not been previously recognized, represented intraperitoneal gas confined to the fissure for the ligamentum teres (FLT). The location of the hyperlucent area was confirmed with computed tomography or laparotomy in each patient. The distinctive configuration of air in the FLT is a subtle but reliable indicator of pneumoperitoneum. ",digestive system diseases
"Postoperative urinary tract infection in gynecology: implications for an antibiotic prophylaxis policy. A prospective observational study of postoperative infection after gynecologic surgery assessed the need for antibiotic prophylaxis with special reference to the urinary tract. Catheterization requirements in the postoperative period were compared with the development of urinary tract infection after excluding both preoperative and postoperative bacteriuria. Forty-six of 115 patients (40%) developed a urinary tract infection in the postoperative period. Furthermore, this was not clearly related to the need for postoperative catheterization. Significant wound and vaginal vault infections were uncommon, indicating that antibiotic prophylaxis should be directed specifically at the urinary tract. ",general pathological conditions
"Caloric expenditure, life status, and disease in former male athletes and non-athletes. This study examined the association between aerobic, caloric exercise expenditure and life status (living vs deceased) as well as the prevalence rates of hypertension (HBP) and cardiovascular disease (CVD) in former male athletes (ATH) and non-athletes (N-ATH). The initial survey for this study was done in 1952. Follow-up surveys of respondents were done in 1960, 1968, 1976, and 1984. The present study used all subjects who responded fully to activity and health questions in 1976 and who were reported as either dead or alive (not lost to follow-up) in 1984. A total of 348 subjects (185 ATH, 163 N-ATH) were assessed and caloric expenditure groups were established by kilocalories (kcal) of aerobic exercise per week; 0 kcal (group 1), 1-399 kcal (group 2), 400-899 kcal (group 3), 900-1499 kcal (group 4), 1500-2499 kcal (group 5), and 2500+ kcal (group 6). Only activity considered to be aerobic was used in the establishment of the aerobic categories. Death rate was highest in groups 1 and 2. Subjects in group 1 tended to be the oldest. Year of birth (age) (P less than 0.001) and CVD (P less than 0.05) as reported in 1976 were significantly related to mortality between 1976 and 1984. College athletic status and 1976 exercise level were not significantly related to mortality. Prevalence of CVD and HBP was highest in groups 1 and 6, suggesting a moderate amount of aerobic activity as optimal. ",cardiovascular diseases
"Changing arteriosclerotic disease patterns and management strategies in lower-limb-threatening ischemia. From January 1, 1974 to December 31, 1989, we treated 2829 patients with critical lower-extremity ischemia. In the last 5 years, 13% of patients had therapeutically significant stenoses or occlusions above and below the groin, while 35% had them at two or three levels below the inguinal ligament. Unobstructed arterial flow to the distal half of the thigh was present in 26% of patients, and 16% had unobstructed flow to the upper third of the leg with occlusions of all three leg arteries distal to this point and reconstitution of some patent named artery in the lower leg or foot. In the last 2 years, 99% of all patients with a threatened limb and without severe organic mental syndrome or midfoot gangrene were amenable to revascularization by percutaneous transluminal angioplasty (PTA), arterial bypass, or a combination of the two, although some distal arteries used for bypass insertion were heavily diseased or isolated segments without an intact plantar arch. Limb salvage was achieved and maintained in more than 90% of recent patient cohorts, with a mean procedural mortality rate of 3.3%. Recent strategies that contributed to these results include (1) distal origin short vein grafts from the below-knee popliteal or tibial arteries to an ankle or foot artery (291 cases); (2) combined PTA and bypass (245 cases); (3) more distal PTA of popliteal and tibial artery stenoses (233 cases); (4) use of in situ or ectopic reversed autogenous vein for infrapopliteal bypasses, even when vein diameter was 3 to 4 mm; (5) composite-sequential femoropopliteal-distal (PTFE/vein) bypasses; (6) reintervention when a procedure thrombosed (637 cases) or was threatened by a hemodynamically significant inflow, outflow, or graft lesion (failing graft, 252 cases); (7) frequent follow-up to detect threatening lesions before graft thrombosis occurred and to permit correction of lesions by PTA (58%) or simple reoperation; and (8) unusual approaches to all infrainguinal arteries to facilitate secondary operations, despite scarring and infection. Primary major amputation rates decreased from 41% to 5% and total amputation rates decreased from 49% to 14%. Aggressive policies to save threatened limbs thus are supported. ",cardiovascular diseases
"Reoperative surgery for the morbidly obese. A university experience. Patients who undergo surgery for morbid obesity are often subjected to reoperation for a wide array of indications. To evaluate outcome following revisional procedures, we reviewed the records of 32 such patients treated at UCLA between April 1986 and May 1989. Twenty-five women (78%) and 7 men (22%) with a mean age of 44 years underwent 76 reoperations (2.4 per patient) for complications of prior obesity surgery. Indications for initial surgical revision consisted primarily of metabolic derangements (12 patients) and weight-related problems (11 patients). In contrast, indications for the patients' final surgical procedure were commonly for bowel obstruction (41%), intra-abdominal sepsis (12%), and gastrointestinal bleeding (6%). Following initial revision, 23 patients (71.8%) required further surgery for major complications and four patients died (12.5%). While initial revisions are frequently indicated for metabolic problems, final reoperations are more frequently undertaken for urgent, life-threatening complications. Revisional procedures for morbid obesity should be carefully considered, and the potential for major complications and/or death should be weighted heavily against proposed benefits. ",digestive system diseases
"Relation between flow grade after thrombolytic therapy and the effect of angioplasty on left ventricular function: a prospective randomized trial. Recent intervention trials during myocardial infarction demonstrated no benefit from emergency angioplasty after thrombolytic therapy when compared with either delayed percutaneous transluminal coronary angioplasty (PTCA) or a conservative strategy. However, it is possible that subgroups of patients may benefit from early intervention with angioplasty. We performed a prospective randomized trial in patients with a patent infarct-related artery after thrombolytic therapy to determine whether initial flow grade is related to infarct-zone function and whether patients with ineffective reperfusion (greater than 90% stenosis or Thrombolysis in Myocardial Infarction [TIMI] flow less than or equal to 2) might benefit from immediate PTCA. Thrombolytic therapy was administered to 170 patients at a mean of 2.1 +/- 0.5 hours after onset of myocardial infarction. A patent infarct-related artery that was suitable for angioplasty was present in 89 patients who comprised the study group; after randomization, 47 of 50 patients with a patent infarct-related artery had successful emergency PTCA 3.8 +/- 1.5 hours after onset of symptoms, and 39 were scheduled for delayed (18 to 48-hour) PTCA. Reocclusion occurred before the scheduled (delayed) procedure in eight patients (20.5%), and was symptomatic in six. Infarct-region function (by the centerline method) measured initially, before discharge, and at 4 months was similar in both groups; improvement was significant (p less than 0.001) at discharge when compared with initial values with no further change at 4 months. However, patients with ineffective reperfusion had greater hypokinesia initially (p less than 0.05) compared with those with effective reperfusion (less than or equal to 90% stenosis plus TIMI flow 3). Moreover, independent of the timing of PTCA, improvement was greater before discharge in patients with ineffective reperfusion (p less than 0.05) with a trend also evident at 4 months. Importantly, 42 of 51 patients (82%) with a residual lumen less than 0.4 mm after thrombolysis had some improvement in function at discharge; this compared with a previous study in which patients with a similar degree of stenosis (without PTCA) had no improvement. Moreover, reocclusion occurred before scheduled (delayed) PTCA in 37% of patients with greater than 90% stenosis compared with only 5% in those with less than or equal to 90% stenosis (p = 0.02). Thus flow grade is an important determinant of myocardial function in patients with a patent artery after thrombolytic therapy and is predictive both of improvement in wall motion after PTCA and early reocclusion.(ABSTRACT TRUNCATED AT 400 WORDS). ",cardiovascular diseases
"Malignant melanoma of the oral cavity. A case report. The oral cavity is a rare location for the development of primary malignant melanoma. Less than 2% of all malignant melanomas develop in the region. A case report is presented, illustrating the management in the site of the palate, together with a review of the relevant literature. ",neoplasms
